"","xh","r","p","fisrtYear","endYear","r_nino","p_nino","code","code_simple","lon","lat"
"573",1174,0.0757140654807897,0.642403644465255,1958,2017,-0.148259568201272,0.361241505398947,"deu311","deu311",13.439444,52.443889
"574",1177,0.0433821690186817,0.79039505123587,1954,2017,0.0167734629195747,0.918178954464055,"deu314","deu314",13.424444,52.426389
"575",1178,-0.245130639026271,0.127371927720387,1901,2017,0.136458535468743,0.401126906722843,"deu315","deu315",13.418333,52.485278
"576",1179,0.0253537452741415,0.87659170483756,1798,2018,0.0764560322890807,0.639137962854046,"deu316","deu316",13.420556,52.485656
"577",1180,0.0111479971573893,0.945568778125212,1722,2016,-0.159467041751074,0.325663954565885,"deu317","deu317",13.202778,53.334722
"578",1182,-0.0232006127826986,0.887001305088686,1879,2010,0.0716138429882445,0.660568765813844,"deu319","deu319",12.771,47.644
"579",1183,-0.173388700177697,0.284635875223458,1785,2010,0.130685586734134,0.421527025922686,"deu320","deu320",12.778,47.637
"580",1184,-0.351844357962832,0.0259857916604746,1799,2010,0.321513775232426,0.0430712051192129,"deu321","deu321",12.782,47.634
"581",1185,0.126934394245098,0.43508976857178,1885,2008,0.0353667603097104,0.828478126631473,"deu322","deu322",13.021,47.667
"582",1186,-0.0272422995250893,0.86747802060008,1897,2008,0.0849013700594329,0.602451476616276,"deu323","deu323",13.021,47.667
"583",1187,0.15917046170508,0.326576244509182,1871,2008,-0.0836322003364602,0.607906367514732,"deu324","deu324",13.021,47.667
"584",1188,0.0259773625606363,0.873580489790456,1857,2008,-0.126401488398512,0.437035941841511,"deu325","deu325",13.021,47.667
"585",1189,-0.0857340476044554,0.598884170443175,1899,2008,-0.0546865350603515,0.737510807430649,"deu326","deu326",12.852,47.632
"586",1190,-0.130898295977007,0.420765161981622,1854,2008,0.126805051700229,0.435561686025259,"deu327","deu327",12.852,47.632
"587",1191,0.00416608749756629,0.979645607219505,1823,2008,0.00271129112300732,0.986752559244657,"deu328","deu328",12.852,47.632
"588",1192,0.00131698056374824,0.993564980980657,1847,2008,-0.139885147129075,0.389292389703332,"deu329","deu329",12.852,47.632
"589",1193,-0.0665487757368191,0.683275303301059,1888,2008,0.0901580402888293,0.58008745604273,"deu330","deu330",13.022,47.656
"590",1194,-0.0901998787439289,0.579910966684881,1884,2008,0.237555117596622,0.139940982558101,"deu331","deu331",13.022,47.656
"591",1195,0.030942158751017,0.849673409741329,1895,2008,0.16074690371289,0.321745324764705,"deu332","deu332",13.022,47.656
"592",1196,-0.0270779349100043,0.868270548513025,1889,2008,-0.101699176518553,0.532346240826465,"deu333","deu333",13.02,47.648
"593",1197,-0.036335492979688,0.823852993002175,1872,2008,0.13430307004297,0.408676273027782,"deu334","deu334",13.02,47.648
"594",1198,-0.0127295066095569,0.937860970798384,1927,2010,0.000982654861649054,0.995198538180631,"deu335","deu335",12.875,47.682
"595",1199,-0.293553587256632,0.0659943513155727,1828,2010,0.232027930039944,0.149673413200486,"deu336","deu336",12.871,47.695
"596",1200,-0.303218543330048,0.0571764154523913,1843,2010,0.274456245452883,0.0865551925902528,"deu337","deu337",12.875,47.696
"597",1201,0.036598866798483,0.822596544335657,1831,2021,-0.00397601766743847,0.980574057369977,"deu338","deu338",8.603,50.291
"598",1202,0.190786775429877,0.238299107044825,1907,2021,-0.0827792611284213,0.611584131061384,"deu339","deu339",8.655,50.309
"599",1203,0.0919303092888364,0.572632670206886,1868,2018,-0.10202702555739,0.531018503758332,"deu340","deu340",7.582,50.33
"600",1204,0.229251329358809,0.154745492027027,1885,2019,-0.178278913138349,0.271059075276065,"deu341","deu341",8.19,50.012
"601",1205,0.0982381765454045,0.54646037918409,1845,2019,-0.104127550892475,0.522550161111273,"deu342","deu342",8.196,50.01
"602",1206,0.420560148152779,0.00689044974406472,1938,2019,-0.31791333400958,0.0455972707529434,"deu343","deu343",8.177,50.012
"603",1207,0.0128108753411767,0.937464548934881,1882,2008,0.0179453628351683,0.912483760317896,"deu344","deu344",12.803,47.574
"604",1208,-0.10144882156695,0.533361224236709,1869,2008,0.204257140959166,0.206140243078442,"deu345","deu345",12.803,47.574
"605",1209,0.10370661134952,0.524241841755424,1869,2008,-0.0487802018949013,0.765010156276827,"deu346","deu346",12.803,47.574
"606",1210,-0.251683661190974,0.117196482019862,1865,2008,0.282456923683139,0.077408630237825,"deu347","deu347",12.815,47.561
"607",1211,0.0126070140617478,0.938457772411314,1754,2008,0.13909362562345,0.392007796212989,"deu348","deu348",12.815,47.561
"608",1212,-0.301946681463451,0.0582799415378428,1849,2008,0.319153036799072,0.0447143134360116,"deu349","deu349",13.014,47.522
"609",1213,-0.0479289830274454,0.768997799007438,1811,2008,-0.0776976699389352,0.63368805426983,"deu350","deu350",13.014,47.522
"610",1214,-0.251210673830921,0.117909752621108,1829,2008,0.289541400039447,0.0699567768360181,"deu351","deu351",13.017,47.511
"611",1215,0.0855198448375354,0.599800966305635,1826,2008,-0.0446887212150905,0.784230133173368,"deu352","deu352",13.017,47.511
"612",1216,-0.279430399454717,0.080775331666688,1911,2008,0.179582444348455,0.267513209701166,"deu353","deu353",12.805,47.551
"613",1217,-0.145211730843113,0.371306410658985,1810,2008,0.130591643088698,0.421863752404925,"deu354","deu354",12.805,47.551
"614",1218,-0.00212083006125251,0.989637390351576,1875,2008,0.136434637143582,0.401210165621521,"deu355","deu355",12.889,47.584
"615",1219,-0.0109202894936544,0.946678976967652,1844,2008,0.0631100565009023,0.698850763155965,"deu356","deu356",12.889,47.584
"616",1220,0.0448751154535556,0.78335168784344,1820,2008,-0.0763490036929326,0.639608624518588,"deu357","deu357",12.889,47.584
"617",1221,0.173006640069646,0.285714868138244,1911,2008,-0.139823685909389,0.389502845292158,"deu358","deu358",12.994,47.584
"618",1222,0.118529180618625,0.46633996348526,1905,2008,-0.0197793218788143,0.903579852403992,"deu359","deu359",12.994,47.584
"619",1223,-0.0160399435483029,0.921745778505678,1819,2008,0.0948877245564851,0.560290938392177,"deu360","deu360",12.803,47.574
"620",1224,-0.0671307916416797,0.68065164559895,1858,2008,0.108329987035045,0.505810265252542,"deu361","deu361",12.803,47.574
"621",1225,0.0398928861038083,0.80691996524876,1860,2008,0.0435271034701164,0.7897105547841,"deu362","deu362",12.803,47.574
"622",1226,0.138503436811037,0.394039665510319,1837,2008,-0.163909148174943,0.312190595025031,"deu363","deu363",12.803,47.574
"623",1227,-0.160063858675126,0.323832952926173,1743,2008,0.158347356080657,0.329116483969516,"deu364","deu364",12.825,47.568
"624",1228,0.108450772927134,0.50533316892255,1729,2008,-0.0423200372611812,0.795415993613466,"deu365","deu365",12.825,47.568
"625",1229,-0.208371681454596,0.196951324184424,1834,2010,0.269156859729321,0.0930603107452149,"deu366","deu366",11.03,47.498
"626",1230,-0.0451246799874892,0.782175946454747,1834,2010,0.274473200688652,0.0865349608535731,"deu367","deu367",11.03,47.498
"627",1231,-0.18795358667413,0.245473168869009,1849,2010,0.319952433993816,0.0441523332971686,"deu368","deu368",11.03,47.498
"628",1232,-0.112827554039608,0.488199900050864,1834,2010,0.19718829227567,0.22261661979612,"deu369","deu369",11.03,47.498
"629",1233,-0.0149539975413387,0.927029073514175,1819,2010,0.043767837600246,0.788573959987754,"deu370","deu370",11.03,47.494
"630",1234,-0.296898887950484,0.0628281058035428,1833,2010,0.342092508004267,0.0307234952822768,"deu371","deu371",11.03,47.494
"631",1235,-0.213944612983913,0.184969980977126,1838,2010,0.309908770698204,0.0516433438619354,"deu372","deu372",11.03,47.494
"632",1236,0.0235399424685336,0.885359483244465,1826,2010,0.116561774684051,0.473823438631354,"deu373","deu373",11.03,47.494
"633",1237,-0.0619722340452709,0.704031747157371,1831,2007,0.11574084975984,0.476964642429998,"deu374","deu374",11.028,47.49
"634",1238,-0.27131839200542,0.0903629554392468,1828,2010,0.43856102121476,0.0046444188699498,"deu375","deu375",11.028,47.49
"635",1239,-0.185061611328715,0.252944591216641,1825,2007,0.433171808994894,0.00523815164838771,"deu376","deu376",11.028,47.49
"636",1240,0.00606260321689202,0.970383184056334,1826,2010,0.215271557490416,0.182195158458589,"deu377","deu377",11.028,47.49
"637",1241,-0.219540058535256,0.173470373075929,1853,2010,0.292999676764723,0.0665305811068016,"deu378","deu378",11.026,47.485
"638",1242,-0.140170446272715,0.388316338007045,1831,2010,0.265896486771109,0.0972456912669206,"deu379","deu379",11.026,47.485
"639",1243,-0.114510962382863,0.4816911105878,1834,2010,0.202439542393728,0.210293137757104,"deu380","deu380",11.026,47.485
"640",1244,0.0388164705394122,0.812034869322501,1845,2010,0.186500213948334,0.249209171938649,"deu381","deu381",11.026,47.485
"641",1245,-0.187013816774339,0.247884583888899,1832,2010,0.203511435778875,0.20783707676118,"deu382","deu382",11.135,47.503
"642",1246,-0.0218484164388311,0.893548366756121,1839,2009,0.136038791058359,0.402590694070208,"deu383","deu383",12.809,47.496
"643",1247,-0.155295619831453,0.338641525728999,1900,2008,0.150443063283712,0.354132954637322,"deu384","deu384",12.739,47.531
"644",1248,0.0243136465381818,0.881617749610934,1913,2008,0.103583573345907,0.524736817736774,"deu385","deu385",12.739,47.531
"645",1249,-0.195381033657418,0.226970318086104,1867,2008,0.153906220357928,0.343033784961186,"deu386","deu386",12.824,47.538
"646",1250,-0.0947819236031018,0.560730318594557,1834,2008,0.126371408392366,0.437145937345053,"deu387","deu387",12.824,47.538
"647",1251,0.0406775381934869,0.803196436124891,1900,2008,0.012642245063043,0.938286118405148,"deu388","deu388",12.778,47.511
"648",1252,0.00805675929526004,0.960648050092936,1880,2008,0.190836044181983,0.238175621583199,"deu389","deu389",12.778,47.511
"649",1253,0.0612343469038472,0.707398736961746,1847,2008,0.0760021974612114,0.64113467209283,"deu390","deu390",12.778,47.511
"650",1254,0.0331035580891707,0.839305610154436,1895,2008,0.00035253087537607,0.998277450049974,"deu391","deu391",12.778,47.511
"651",1255,0.129516710420022,0.425727443807134,1875,2008,0.00726695196889845,0.964503160502223,"deu392","deu392",12.784,47.51
"652",1256,-0.106610847983315,0.512625336318487,1851,2008,0.291630810285825,0.0678705309064639,"deu393","deu393",12.784,47.51
"653",1257,0.0991742246189812,0.54262563836199,1831,2008,0.00983957190292967,0.95194938387416,"deu394","deu394",12.784,47.51
"654",1258,0.1252023945194,0.441432579749743,1824,2008,0.0358929274850609,0.825965266529602,"deu395","deu395",12.784,47.51
"655",1259,-0.0952116427767322,0.558946736807086,1855,2010,0.169362762417967,0.296138899382617,"deu396","deu396",11.812,47.61
"656",1260,0.00666601408188164,0.967436922927381,1851,2010,-0.10784164854157,0.507741487444736,"deu397","deu397",11.812,47.61
"657",1261,-0.113239455497169,0.486603115206653,1811,2010,0.14991897030967,0.355831395819649,"deu398","deu398",11.812,47.61
"658",1262,-0.0461721159880448,0.777246532171422,1831,2010,0.00742426623123256,0.96373523117476,"deu399","deu399",11.812,47.61
"659",1263,-0.0920008280789526,0.572336948951156,1861,2010,-0.0669556298571373,0.681440865425635,"deu400","deu400",11.818,47.609
"660",1264,-0.203250342287086,0.208433480032456,1861,2010,0.167326573559166,0.302068855115331,"deu401","deu401",11.818,47.609
"661",1265,-0.173539796695022,0.284209888017464,1857,2010,0.136987104048774,0.399287984425645,"deu402","deu402",11.818,47.609
"662",1266,-0.0378195753386006,0.816778791200249,1935,2009,0.188537786586442,0.243982120061218,"deu403","deu403",11.975,47.637
"663",1267,-0.171174076077183,0.290927137256999,1818,2009,0.47330705116101,0.00203846755615224,"deu404","deu404",11.975,47.637
"664",1268,0.0768891373084543,0.637234795205306,1864,2009,0.0679876291665836,0.676795874038036,"deu405","deu405",11.975,47.637
"665",1269,-0.392449037482686,0.0122536828140861,1946,2009,0.177598597337653,0.272921889354726,"deu406","deu406",11.975,47.637
"666",1270,-0.07486154258736,0.646164132020152,1829,2009,0.243007469619042,0.130806259525354,"deu407","deu407",11.991,47.631
"667",1271,-0.432117571741454,0.00536169078382746,1820,2009,0.532035883694447,0.00041035441925003,"deu408","deu408",11.991,47.631
"668",1272,-0.227230018992728,0.158515887770099,1824,2009,0.388749707337281,0.0131721013147541,"deu409","deu409",11.991,47.631
"669",1273,-0.129351774688655,0.426322030653882,1848,2009,0.237070644971014,0.140774877658408,"deu410","deu410",11.991,47.631
"670",1274,-0.191366777186328,0.236848160353091,1950,2009,0.0155234506750239,0.924258196614519,"deu411","deu411",11.991,47.631
"671",1275,-0.165340139659059,0.307926475252467,1832,2009,0.191468293262189,0.236594822940594,"deu412","deu412",12.001,47.63
"672",1276,-0.273735681798839,0.0874183943278196,1831,2009,0.468213576084379,0.00231241996091732,"deu413","deu413",12.001,47.63
"673",1277,-0.175312483228587,0.279243088365335,1848,2009,0.336185094466295,0.033924640898006,"deu414","deu414",12.001,47.63
"674",1278,-0.18504346110691,0.252991957229039,1838,2009,0.253501443117621,0.114485477559502,"deu415","deu415",12.001,47.63
"675",1279,-0.228017078075887,0.157039913054292,1877,2009,0.259049813504613,0.106503411269447,"deu416","deu416",11.977,47.643
"676",1280,-0.0630904475526156,0.698939937817145,1945,2008,-0.0383910181594184,0.814058668522346,"deu417","deu417",12.995,47.589
"677",1281,-0.0511669911740202,0.753861086626924,1900,2008,0.0682268232804377,0.675720944993335,"deu418","deu418",12.995,47.589
"678",1282,-0.0525935561172558,0.747220656580838,1928,2008,0.06785008840667,0.677414263361333,"deu419","deu419",12.995,47.589
"679",1283,-0.311963856352144,0.0500328829771066,1824,2010,0.183141610106706,0.257988042505969,"deu420","deu420",11.308,47.476
"680",1284,-0.237158277378138,0.140623769982632,1960,2010,0.26625085618723,0.0967839088681287,"deu421","deu421",11.31,47.477
"681",1353,-0.269884157814343,0.0921458869403843,1486,2006,0.129792845987157,0.424733026691517,"finl069","finl069",24.3,67.56
"682",1354,-0.109328329217835,0.501873722861348,1849,2006,-0.0131505640561959,0.935809774837308,"finl070","finl070",24.15,67.5
"683",1355,-0.0910215166423809,0.576449917017401,1673,2006,-0.0886734554872941,0.586365539170342,"finl071","finl071",24.15,67.5
"684",1356,-0.156328603905076,0.335398555590679,1760,2006,0.130784533613226,0.42117252980746,"finl072","finl072",24.05,68.22
"685",1357,-0.207329933719425,0.199250133506565,1793,2006,0.135591305823988,0.404154602682976,"finl073","finl073",24.05,68.22
"686",1358,-0.27478151344107,0.0861677073599954,1800,2006,0.178077293522805,0.271610268122752,"finl074","finl074",24.05,68.22
"687",1361,0.0868801805916331,0.593989077212507,1590,2003,-0.110761073146671,0.496251621403624,"finl077","finl077",31.27,62.98
"688",1362,-0.239055442504566,0.137381701439381,1819,2011,0.206242682862705,0.201669354463314,"finl078","finl078",28.57,69.52
"689",1363,-0.231430571661288,0.150754205242288,1769,2011,0.204662348329735,0.205222264642391,"finl079","finl079",28.57,69.52
"690",1364,-0.310858325354507,0.0508941305526599,1779,2011,0.0740486999088863,0.64975769167082,"finl080","finl080",29.4,65.49
"691",1365,-0.374104029282989,0.0174027592006589,1773,2011,0.147501477607253,0.363729475910566,"finl081","finl081",29.4,65.49
"692",1366,-0.115241256431301,0.478881638919762,1751,2011,0.077617224056467,0.634040581319013,"finl082","finl082",27.4,69.26
"693",1367,-0.139869420289878,0.389346235242911,1716,2011,0.108321905713651,0.505842194060563,"finl083","finl083",27.4,69.26
"694",1368,-0.102090811955095,0.530760366407117,1883,2011,0.152133010188577,0.348689866767185,"finl084","finl084",31.01,62.73
"695",1369,0.0507083734963579,0.755999620607565,1907,2011,-0.137398360098467,0.397860573843001,"finl085","finl085",31.01,62.73
"696",1370,-0.121942653992213,0.453506891910537,1935,2011,0.0637609295420061,0.695893089390587,"finl086","finl086",27.36,68.45
"697",1371,-0.0968262051480201,0.552269116880199,1887,2011,0.0450740659156388,0.782414359517527,"finl087","finl087",27.36,68.45
"698",1372,-0.171141225593913,0.291021128636285,1580,2011,0.125164980316881,0.441570153912953,"finl088","finl088",27.31,68.83
"699",1373,-0.155717401704459,0.337315049331932,1758,2011,0.0385042605030228,0.81351987845311,"finl089","finl089",27.31,68.83
"700",1374,-0.0863376629475822,0.596303961484221,1907,2011,-0.0133286680690259,0.934942257269872,"finl090","finl090",24.06,60.73
"701",1375,-0.0849996126932654,0.602030113793321,1893,2011,-0.0735666640418284,0.65189246849586,"finl091","finl091",24.06,60.73
"702",1376,-0.0332868563010153,0.838427569969524,1886,2011,0.0738442566102387,0.650662767384936,"finl092","finl092",29.31,61.81
"703",1377,0.0856751440181918,0.59913621919854,1848,2011,-0.228840594641313,0.155506300807024,"finl093","finl093",29.31,61.81
"704",1378,-0.22262696867738,0.167350300084865,1888,2011,-0.0327767697763745,0.840871476305378,"finl094","finl094",28.34,64.12
"705",1379,-0.133305744648832,0.412196621083005,1886,2011,-0.0983267934851983,0.546096787558842,"finl095","finl095",28.34,64.12
"706",1380,-0.128883155403787,0.428013919375423,1781,2015,0.101766545353377,0.532073275991563,"finl096","finl096",27.15,68.77
"707",1381,-0.117441985659198,0.470467548057163,1792,2015,0.0884857544310795,0.587161446558844,"finl097","finl097",27.15,68.77
"708",1419,-0.0266446548462637,0.870360331213433,1835,2003,0.120638052072039,0.458388861724741,"fran041","fran041",6.15,48
"709",1420,-0.075480151630818,0.643434570436521,1784,2004,0.198565042298424,0.219338769080684,"fran042","fran042",2.07,42.28
"710",1421,-0.11554516365532,0.47771503146207,1676,2005,0.181287239401735,0.262922217337407,"fran043","fran043",0.15,42.85
"711",1422,-0.0664748246618955,0.683608929716877,1721,2007,-0.0412598062038401,0.800436075149207,"fran044","fran044",7.4667,44.0833
"712",1423,-0.0519734760684278,0.750104848468954,1092,2007,0.0323249426808601,0.843037483302985,"fran045","fran045",7.4833,44.05
"713",1424,0.131489665279804,0.418651127864153,1397,2007,-0.104478130754661,0.521143301197143,"fran046","fran046",7.4667,44.1
"714",1425,-0.149004637557785,0.358806277740748,1874,2005,0.255910133081982,0.110966511472981,"fran047","fran047",2.4167,42.4833
"715",1553,0.157905832532142,0.33048414885338,1892,2005,-0.224010245460224,0.164658952510202,"germ148","germ148",8.95,51.1667
"716",1554,0.212475039064173,0.188077934930317,1849,2005,-0.113321307615655,0.486286128808543,"germ149","germ149",8.9667,51.1667
"717",1556,0.090626796192663,0.578111461502866,1845,2005,-0.107920931448169,0.507427696567477,"germ150","germ150",8.9667,51.1667
"718",1557,0.184327559222443,0.254864953170173,1868,2005,-0.159333525012563,0.326074459374225,"germ151","germ151",9,51.1833
"719",1558,0.221180272695574,0.170198822133027,1809,2005,-0.255315351063163,0.111827736744188,"germ152","germ152",8.95,51.1667
"720",1559,-0.043618271390676,0.789280066672709,1875,2005,-0.058472705681376,0.720048504328162,"germ153","germ153",9.0833,51.15
"721",1560,-0.0179355534138504,0.912531414596006,1856,2005,-0.16929618789739,0.296331592228343,"germ154","germ154",9.0833,51.15
"722",1563,-0.0211686944572459,0.896842102454103,1891,2005,-0.111315378860903,0.49408520563644,"germ157","germ157",9.0667,51.15
"723",1564,0.0419080930374225,0.797365552112108,1874,2005,-0.134282385591406,0.408749109825109,"germ158","germ158",9.0666,51.15
"724",1565,0.136202565330149,0.402019193807711,1897,2009,-0.0877041375918352,0.590480880921204,"germ159","germ159",8.9833,51.15
"725",1567,-0.000423636761343013,0.997930010414953,1878,2009,-0.183569235648916,0.256859006401149,"germ160","germ160",8.9833,51.15
"726",1569,0.135269960096829,0.405279817924997,1949,2009,-0.20782412868911,0.198157265824727,"germ162","germ162",6.8667,50.1167
"727",1570,0.00285164611112377,0.986066846299408,1915,2004,0.105399329477072,0.517455518841599,"germ163","germ163",7.2333,50.65
"728",1571,0.0827634570681868,0.61165236528714,1891,2004,0.0525756563885926,0.747303866587799,"germ164","germ164",7.2333,50.6667
"729",1572,0.243302622626423,0.130324753003893,1884,2004,-0.125934004365524,0.43874714867992,"germ165","germ165",7.2333,50.6667
"730",1573,0.0505029316089635,0.756958179290743,1889,2004,0.010763004066383,0.947445887230266,"germ166","germ166",7.2333,50.6667
"731",1574,0.0067187929493631,0.967179240428891,1880,2004,0.106086960225274,0.514711243452771,"germ167","germ167",7.2333,50.6667
"732",1575,-0.0208656528813572,0.898311107583444,1879,2005,0.098519916163708,0.545304812228699,"germ168","germ168",7.0333,50.6667
"733",1576,-0.0717031256134275,0.660171119315203,1868,2005,0.249880858028086,0.119932645035116,"germ169","germ169",7.0333,50.6667
"734",1578,-0.0973366101257126,0.550165997667695,1858,2006,0.146366421703499,0.36747378100359,"germ170","germ170",7.0333,50.6833
"735",1580,0.341262238706065,0.0311577649982235,1933,2008,-0.310003424415997,0.0515682654594951,"germ172","germ172",7.2,50.7
"736",1581,0.247345330059593,0.123861772024089,1870,2004,-0.293011491286248,0.0665191078678036,"germ173","germ173",6.3167,50.65
"737",1582,0.10940943575341,0.501554598439887,1875,2004,0.142794616924908,0.379405942684685,"germ174","germ174",6.3167,50.65
"738",1583,0.112267374163138,0.490375848827932,1850,2004,0.0596121402427418,0.714820151961311,"germ175","germ175",6.45,50.6
"739",1584,0.0421213892391351,0.796355958744728,1902,2004,0.117372928390739,0.470730379383331,"germ176","germ176",6.45,50.6
"740",1585,0.207699068449641,0.198433426711806,1875,2004,-0.0355711066153448,0.827502011502599,"germ177","germ177",6.4833,50.6
"741",1586,0.492382385456304,0.00124919839117164,1871,2004,-0.360006077947981,0.0225020286280506,"germ178","germ178",6.55,50.4333
"742",1587,0.149315694030899,0.357792541402536,1859,2004,-0.101322729832911,0.533872777827648,"germ179","germ179",6.2667,50.6667
"743",1589,0.113821994535624,0.484349467846161,1882,2005,0.124690266188494,0.443317750089141,"germ180","germ180",6.2667,50.6667
"744",1590,0.162393906451117,0.316746273001102,1826,2004,-0.176220926030131,0.276719861875538,"germ181","germ181",6.4167,50.6
"745",1591,0.0565340789410548,0.728972825204561,1827,2004,0.08435621753888,0.604791949679131,"germ182","germ182",6.35,50.5667
"746",1592,0.216368646992821,0.179923473838485,1853,2004,-0.165049160759739,0.308790533822902,"germ183","germ183",6.35,50.5667
"747",1593,-0.0193210114834263,0.905803910603391,1851,2004,0.0478772904253577,0.769240149733938,"germ184","germ184",6.35,50.5667
"748",1594,0.0318833866422961,0.845155353916906,1882,2004,0.087688443359393,0.590547617302823,"germ185","germ185",6.4667,50.5833
"749",1595,0.00637408266406275,0.968862279232725,1872,2005,-0.185952950648044,0.250625787739736,"germ186","germ186",6.4667,50.5833
"750",1596,-0.0826524492529674,0.612131734047474,1863,2009,0.024700479898331,0.879747918582711,"germ187","germ187",6.5667,50.5
"751",1597,0.0393719958086589,0.809394152484796,1861,2011,-0.162047841939099,0.317792581533446,"germ188","germ188",6.4833,50.6
"752",1598,0.139436543336936,0.390830025838766,1892,2005,-0.0136716737282148,0.933271738617921,"germ189","germ189",8.1,50.7167
"753",1599,0.176631583102345,0.275584161070144,1858,2005,-0.055303679923324,0.734655302396597,"germ190","germ190",8.1167,50.7167
"754",1600,0.190772564698301,0.238334732380063,1864,2005,-0.266484529459701,0.0964803290040703,"germ191","germ191",8.1167,50.7167
"755",1602,0.19600402494363,0.225462995575913,1861,2005,-0.104647516479009,0.520464235860267,"germ193","germ193",8.2167,50.85
"756",1603,0.123517003242458,0.447653191180214,1867,2005,-0.212416729141256,0.188202010792369,"germ194","germ194",8.2167,50.85
"757",1604,-0.0274416011248506,0.86651720623515,1871,2005,0.0738570212869874,0.650606243342498,"germ195","germ195",6.4167,50.9167
"758",1605,0.00424985763894504,0.979236416467152,1828,2005,0.0440511199042206,0.787237032813864,"germ196","germ196",6.4167,50.9167
"759",1606,-0.123011958262673,0.449526529702357,1887,2005,0.173584291861964,0.284084521545395,"germ197","germ197",6.8,51.0333
"760",1608,0.099892842193363,0.539690415933549,1871,2005,-0.003076575194164,0.984967962208675,"germ199","germ199",6.8333,50.7833
"761",1609,0.152272324012529,0.348243444551726,1892,2005,-0.141869304352198,0.382533975225377,"germ200","germ200",7.7167,50.9667
"762",1610,0.0499814735716863,0.759392827385535,1871,2005,0.0827968436253532,0.611508222215568,"germ201","germ201",7.7167,50.9667
"763",1611,-0.0730021040517926,0.654396202391287,1893,2005,-0.0631712013261885,0.698572723420032,"germ202","germ202",7.7167,50.9667
"764",1612,-0.0193614227774461,0.905607776605374,1883,2007,0.242469961755358,0.131686538873966,"germ203","germ203",7.8833,51.9
"765",1613,-0.0657778134543115,0.686756365609313,1881,2005,0.0618997055448288,0.704362450321951,"germ204","germ204",6.7833,51.3
"766",1614,0.163169342131915,0.314409668808107,1784,2009,-0.184420909118325,0.254620200856975,"germ205","germ205",6.05,51.75
"767",1615,0.102801625454035,0.527887916136134,1882,2005,-0.0445535995307162,0.784867104513196,"germ206","germ206",8.0167,51.1
"768",1616,0.0512238495516381,0.753596081891807,1879,2005,-0.18625122924829,0.249853012536169,"germ207","germ207",8.0167,51.1
"769",1617,0.162873434167223,0.315300035183174,1894,2005,-0.0446539368790439,0.784394095276767,"germ208","germ208",8.4333,51.1833
"770",1619,0.0413844714514418,0.79984538356501,1818,2006,0.132898504946241,0.413639038379092,"germ210","germ210",8.1333,51.4333
"771",1620,0.0839615673049888,0.606488717904065,1815,2006,0.117025596621359,0.472053499745432,"germ211","germ211",8.1167,51.4333
"772",1621,0.127171162486676,0.434226633508508,1843,2006,0.00107038535921497,0.994769873858259,"germ212","germ212",8.1167,51.4333
"773",1622,0.196473753327328,0.22433103796683,1852,2008,-0.035497496262918,0.827853601770051,"germ213","germ213",6.8333,51.55
"774",1626,0.36393299291221,0.0209701203916508,1856,2009,-0.211611422493376,0.189921528918203,"germ217","germ217",14.13,53.223
"775",1627,0.095781265231555,0.556586560522896,1856,2009,-0.209345626312249,0.194819052119907,"germ218","germ218",14.13,53.223
"776",1628,0.153615447038533,0.34395739784495,1879,2009,-0.0991703826657111,0.542641351473533,"germ219","germ219",13.033,53.417
"777",1629,-0.13346784089979,0.411623283950674,1877,2009,-0.0377394372187646,0.817160426554129,"germ220","germ220",13.033,53.417
"778",1630,0.103994681077135,0.523083850191263,1891,2009,-0.0974501572971094,0.549698642977782,"germ221","germ221",10.915,53.485
"779",1631,-0.104039570281427,0.522903516763878,1781,2009,-0.0226909122721632,0.889468326596108,"germ222","germ222",10.915,53.485
"780",1633,0.239146097227535,0.137228178485883,1915,2013,-0.24253377813544,0.131581796539928,"germ224","germ224",7.93,48.3
"781",1634,0.235899342323678,0.142806115430068,1852,2013,-0.234389059792829,0.145456963511901,"germ225","germ225",12.79,51.43
"782",1636,0.135528092343622,0.404375807344163,1932,2011,-0.0691575005938344,0.671544569668224,"germ227","germ227",8.04,51.0756
"783",1637,0.339903993411434,0.0318790824678691,1923,2009,-0.264158083006217,0.0995355512904939,"germ228","germ228",7.91472,49.6253
"784",1638,0.25980639221481,0.105448634340489,1916,2009,-0.175524275579993,0.278653490962645,"germ229","germ229",7.0896,49.72973
"785",1639,0.172434200390095,0.287336480267708,1938,2009,0.00710998275831343,0.965269436963164,"germ230","germ230",8.4472,50.22194
"786",1640,0.111118129995145,0.494855564366975,1930,2009,-0.053037583584383,0.74515742489397,"germ231","germ231",8.01,50.05
"787",1641,0.0901651837426267,0.580057320724584,1861,2009,-0.165672254764205,0.306942141750969,"germ232","germ232",8.01,50.05
"788",1642,0.0582773932732238,0.720945975927574,1873,2009,-0.0797913371814097,0.624541515806246,"germ233","germ233",8.01,50.05
"789",1643,0.109629728229338,0.500688349239786,1925,2012,-0.06386804374956,0.695406768685015,"germ234","germ234",8.0083,50.04925
"790",1644,0.0088760992457769,0.956649723032171,1945,2012,0.0247101942567567,0.879700970664735,"germ235","germ235",7.00666,50.294286
"791",1645,0.337387505831845,0.0332518034303297,1958,2009,-0.336145028303736,0.0339472517360748,"germ236","germ236",7.5103,50.0553
"792",1646,0.276110631438206,0.0845983153344077,1910,2010,-0.254648058894295,0.112799967650701,"germ237","germ237",7.5103,50.0553
