"","xh","r","p","fisrtYear","endYear","r_nino","p_nino","code","code_simple","lon","lat"
"1122",2802,-0.230468577248386,0.152506711388249,1681,2005,0.239581393297645,0.13649277710121,"cana409","cana409",-117.0331,49.6847
"1123",2816,0.00294044796051608,0.985633004463285,1750,2003,-0.0221052079486023,0.892304485014447,"cana424","cana424",-117.1294,49.4361
"1124",2820,-0.282079527324723,0.0778223553271683,1782,2006,0.0490281617314997,0.76384967564656,"cana428","cana428",-118.0667,52.9167
"1125",2821,-0.205143095472404,0.204136858395824,1726,2006,-0.0606913443960481,0.709879982725871,"cana429","cana429",-118.1167,52.8833
"1126",2849,-0.205077245440452,0.204285293778293,989,2011,0.234614545563361,0.145058910992314,"cana458","cana458",-72.41,53.86
"1127",2850,-0.0641856944228433,0.693965276504567,1018,2011,0.0214043109757879,0.89570017701701,"cana459","cana459",-70.39,54.46
"1128",2851,-0.277057119488543,0.0834943206594318,1463,2011,0.231692381819513,0.150279815198797,"cana460","cana460",-71.63,54.1
"1129",2852,-0.125271797642957,0.441177442902803,897,2011,0.177415614657223,0.273424356208281,"cana461","cana461",-72.38,54.25
"1130",2853,-0.217794079635921,0.177002181510622,825,2011,0.180891406958375,0.263983505641148,"cana462","cana462",-71.24,54.56
"1131",2854,-0.271263486227677,0.0904307160362057,942,2011,0.216673796119578,0.179295224779065,"cana463","cana463",-70.29,54.15
"1132",2855,-0.216187785102044,0.18029657733012,1842,2012,0.2841244547112,0.0756011298419018,"cana464","cana464",-123.59,50.59
"1133",2858,0.0121631345925366,0.940620693777817,1745,2012,-0.103899933648731,0.523464579669757,"cana467","cana467",-125.43,51.27
"1134",2859,-0.349315257811377,0.0271520308304897,1752,2012,0.380632135267349,0.0153937697354043,"cana468","cana468",-122.48,50.35
"1135",2860,-0.211623729456981,0.18989516737226,1737,2009,0.325916292192741,0.0401379200260781,"cana469","cana469",-126.89,52.28
"1136",2866,0.326052581308483,0.0400497772897541,1726,2003,-0.25411848380277,0.113576087777659,"cana475","cana475",-129.59,56.2
"1137",2867,-0.290443157305503,0.0690502740328389,1724,2009,0.206458003499502,0.20118862383977,"cana476","cana476",-126.34,52.22
"1138",2869,0.0212175997292158,0.896605064035911,1733,2004,0.0319256121313882,0.844952777718786,"cana478","cana478",-130.32,54.34
"1139",2870,0.188061532223847,0.245197199324445,1656,2004,-0.0816768497068288,0.616351538459542,"cana479","cana479",-129.12,54.47
"1140",2871,-0.103443957230432,0.525298764764965,1761,2004,0.0856593344234247,0.599203876391521,"cana480","cana480",-127.56,54.85
"1141",2873,0.185154823960681,0.252701430831977,1772,2003,-0.198010792542835,0.220654337820128,"cana482","cana482",-123.48,50.78
"1142",2876,-0.136551395579901,0.400803487772814,1705,2009,0.0882034579014681,0.588359369607164,"cana485","cana485",-126.13,52.07
"1143",2880,0.343524075413257,0.0299864371501542,1840,2003,-0.108413015017517,0.505482285734713,"cana489","cana489",-130.04,56.26
"1144",2881,-0.170506607957756,0.2928407350959,1715,2009,0.128279734467745,0.430198006802278,"cana490","cana490",-126.9,52.28
"1145",2886,0.20632731187064,0.201480313672156,1753,2006,-0.192029367271329,0.23519795749642,"cana495","cana495",-123.69,50.61
"1146",2890,0.420776595016907,0.00685868936759244,1788,2004,-0.326643513157555,0.039669422823738,"cana499","cana499",-129.59,56.2
"1147",2893,0.113402929728915,0.485970139901013,1601,2006,-0.127295318592225,0.43377440412037,"cana501","cana501",-134.5167,68.6833
"1148",2894,0.192814251797781,0.233253306142898,1668,2006,-0.173126508666264,0.285376056642669,"cana502","cana502",-134.7333,68.25
"1149",2895,0.0387443152656529,0.812378014285991,1774,2006,-0.161207248454563,0.320343116099162,"cana503","cana503",-134.7833,68.2833
"1150",2896,0.108705234129382,0.504328808940449,1627,2007,-0.229191470260961,0.154856200498132,"cana504","cana504",-134.3833,68.6167
"1151",2897,0.0075713039637133,0.963017495892742,1649,2007,-0.147335870661296,0.364274345623503,"cana505","cana505",-133.4,68.2667
"1152",2898,0.0327462763178949,0.841017622233931,1505,2007,-0.187429084363359,0.246817067677865,"cana506","cana506",-133.7667,68.15
"1153",2899,0.170978871374682,0.29148594223209,1633,2007,-0.200975121747949,0.21368108626269,"cana507","cana507",-134.7667,68.1333
"1154",2900,0.121505326904139,0.455140274094855,1602,2007,-0.236247052456135,0.142200887047155,"cana508","cana508",-134.9667,68.3667
"1155",2901,0.091647277517003,0.573820266783822,1636,2007,-0.11861297107146,0.466022652274487,"cana509","cana509",-135.0667,68.5167
"1156",2902,0.220024064942216,0.172500324825548,1663,2007,-0.150155616060447,0.355063882367325,"cana510","cana510",-134.1667,68.1167
"1157",2903,0.212259078957688,0.18853775986984,1606,2007,-0.15364610354778,0.343859948656273,"cana511","cana511",-134.15,68.2667
"1158",2904,0.153655681963,0.343829504797897,1603,2007,-0.199478419041049,0.217182587417667,"cana512","cana512",-134.5833,68.4333
"1159",2905,0.00681379365712113,0.966715426359784,1693,2007,-0.0198434406266483,0.903268758717406,"cana513","cana513",-134.2667,68.4
"1160",2906,0.0444339387038885,0.785431307999668,1716,2006,-0.108908249111729,0.503528232936663,"cana514","cana514",-133.6833,68.5833
"1161",2907,0.152478088198619,0.347584724621005,1628,2007,-0.167917364674175,0.300340549477762,"cana515","cana515",-134.6333,68.5333
"1162",2908,0.0961336663228458,0.555128759265127,1674,2007,-0.226335001099266,0.160206537257359,"cana516","cana516",-135.15,68.15
"1163",2909,0.072485668094082,0.656689787621661,1625,2007,-0.121566212893574,0.454912679383629,"cana517","cana517",-134.6667,68.3667
"1164",2910,0.125325732517261,0.440979225795586,1630,2006,-0.250468559123945,0.1190354516124,"cana518","cana518",-135.5167,68.45
"1165",2911,0.0986314968404798,0.54484748142003,1630,2007,-0.185796935407095,0.251030626676733,"cana519","cana519",-135.2,68.3167
"1166",2912,0.149191402599319,0.358197400750628,1572,2005,-0.139457574952694,0.390757858774879,"cana520","cana520",-133.85,68.45
"1167",2913,0.102438344427324,0.529355011036275,1589,2003,-0.154305789524548,0.34176707698258,"cana521","cana521",-133.8167,68.4333
"1168",2914,0.0460186992662376,0.777968004877162,1525,2003,-0.1545425132483,0.341017976116048,"cana522","cana522",-133.8667,68.5167
"1169",2915,-0.135175665414868,0.405610338275047,1626,2003,-0.0483672808201268,0.766943797686047,"cana523","cana523",-134.1,68.5833
"1170",2916,0.0688780058795307,0.672797775047463,1553,2003,-0.0636438747932287,0.696424679513897,"cana524","cana524",-133.85,68.4667
"1171",2917,0.275787015365159,0.0849783739256611,1584,2003,-0.206963529829137,0.200063126903926,"cana525","cana525",-133.8667,68.4667
"1172",2918,-0.0347440160433518,0.831454394736164,1642,2003,-0.105497032934215,0.517065150147752,"cana526","cana526",-134,68.5167
"1173",2919,-0.0645578523588858,0.692277782842783,1752,2003,-0.0300162930625485,0.854122353555132,"cana527","cana527",-133.8,68.4
"1174",2920,-0.235154389861171,0.144109172709338,1678,2010,0.332180293670602,0.0362466359873357,"cana528","cana528",-114.43,49.31
"1175",2921,-0.426549440655215,0.00605693434729413,1557,2009,0.342290835531404,0.0306205021137649,"cana529","cana529",-114.53,49.77
"1176",2923,0.0913138919160961,0.575220582206139,1727,2007,0.0165186463532267,0.919417854316641,"cana531","cana531",-139.9667,67.5
"1177",2924,0.106758593374961,0.512037840073366,1757,2006,-0.0129455413794128,0.936808499648277,"cana532","cana532",-139.9667,67.5167
"1178",2925,0.240712108901058,0.134596159346885,1807,2006,-0.195991428245507,0.225493405061009,"cana533","cana533",-139.9833,67.5167
"1179",2926,0.0341307654433398,0.83438755931529,1753,2006,0.0268742998451161,0.869252605567914,"cana534","cana534",-140,67.5167
"1180",2927,0.238166228328283,0.138894322512579,1788,2007,-0.0997653644519413,0.540210546645967,"cana535","cana535",-140.05,67.5
"1181",2928,0.262088935232548,0.102314627314565,1589,2007,-0.267955199603346,0.0945864396925179,"cana536","cana536",-140.3167,67.4833
"1182",2929,0.253440070468796,0.114576227932667,1629,2007,-0.230653516281906,0.152168649995737,"cana537","cana537",-140.4333,67.8
"1183",2930,0.00531495583456809,0.974034239708609,1813,2007,-0.15522956723411,0.338849547486529,"cana538","cana538",-139.1333,67.95
"1184",2931,-0.0401336169014147,0.805777137944499,1800,2007,0.0592237257132325,0.716600982635771,"cana539","cana539",-139.75,67.5833
"1185",2932,-0.123755654113052,0.446769459384543,1622,2007,-0.0374468023431115,0.818554370988305,"cana540","cana540",-139.8167,67.7
"1186",2933,0.0136657576603338,0.933300548896974,1865,2006,-0.0602962537103466,0.711687205990155,"cana541","cana541",-139.8167,67.7167
"1187",2934,0.15009503869953,0.35526025741945,1779,2007,-0.123793808955087,0.446628259191078,"cana542","cana542",-139.9333,68.1333
"1188",2935,0.080346602959665,0.622124956983568,1725,2007,-0.0701366702679564,0.667161073378563,"cana543","cana543",-139.7833,68.0667
"1189",2936,0.0556545084783277,0.733033598192126,1764,2007,-0.173498668736976,0.284325799237409,"cana544","cana544",-139.5833,68.05
"1190",2937,0.0837869484384186,0.607240129563125,1674,2007,-0.215695755109179,0.181314386577882,"cana545","cana545",-139.6,67.85
"1191",2938,0.165104949851543,0.308624749636802,1747,2006,-0.204701019536031,0.205134806155669,"cana546","cana546",-140.0833,68.2167
"1192",2939,0.0458131370087504,0.778934990353962,1825,2006,-0.106335529191157,0.513721015766196,"cana547","cana547",-139.4167,67.55
"1193",2940,0.101697525025763,0.532352933194323,1726,2006,-0.178706854772358,0.269891596914846,"cana548","cana548",-139.3167,67.5333
"1194",2941,-0.167055562082582,0.302863795585946,1619,2007,0.0564722197674477,0.729258177660938,"cana549","cana549",-140.5167,67.75
"1195",2942,0.00703087755971129,0.965655616453989,1674,2007,0.0513339595541128,0.753082961960201,"cana550","cana550",-140.75,68.3333
"1196",2943,0.142557360821734,0.380206547079341,1701,2007,-0.170808465620403,0.291974321986249,"cana551","cana551",-139.7167,68.3333
"1197",2944,0.218629597953892,0.175305713817523,1609,2007,-0.222490307559599,0.167617903780061,"cana552","cana552",-139.7833,68.1667
"1198",2945,0.159068155444649,0.326891311255443,1743,2007,-0.104745495369436,0.520071639582528,"cana553","cana553",-139.9333,67.5333
"1199",2946,0.190147686417426,0.239904828583909,1925,2010,-0.0497863720075627,0.760304331971346,"cana554","cana554",-91.1667,49.7833
"1200",2947,0.236561688905463,0.141654858347827,1926,2009,0.0102090495438487,0.950147289681597,"cana555","cana555",-91.3167,49.85
"1201",2948,0.235691358775793,0.143169039846322,1920,2010,-0.0104479564317337,0.948982172398787,"cana556","cana556",-91.35,50.0167
"1202",2949,0.274194906574101,0.0868674976306539,1852,2013,-0.302144619090995,0.0581070946585164,"cana557","cana557",-121.299,61.308
"1203",2950,0.245247483138986,0.127184900631141,1933,2017,-0.180876368037363,0.264023883162109,"cana558","cana558",-113.7517,53.40765
"1204",2951,0.0928788028332061,0.568660996812487,1947,2016,-0.0549964151469033,0.736076567006228,"cana559","cana559",-113.7517,53.40765
"1205",2952,-0.222092854714202,0.168397931175856,1953,2016,0.300049756832791,0.059957280885982,"cana560","cana560",-113.7517,53.40765
"1206",2953,0.129332693508842,0.426390847549091,1936,2017,0.141602559251193,0.383438520324363,"cana561","cana561",-113.7517,53.40765
"1207",2954,-0.36959360238287,0.0189160730121871,1706,2004,-0.0599601032754524,0.713226050486304,"cana562","cana562",-113.94,49.81
"1208",2955,-0.38554844564559,0.0140133784051536,1641,2004,0.286153999274341,0.0734460216212923,"cana563","cana563",-114.2,49.9
"1209",2956,-0.19279826279096,0.233292811409094,1563,2007,-0.069937724315478,0.668050827946763,"cana564","cana564",-114.03,49.93
"1210",2957,-0.0836203948628041,0.607957206534598,1786,2005,0.0921966007074924,0.571516339664447,"cana565","cana565",-113.9,49.01
"1211",2958,-0.245101170289497,0.127419129406964,1681,2012,0.00570055913616219,0.972151117560703,"cana566","cana566",-114.3,49.89
"1212",2959,-0.128386909060851,0.42980963447763,1698,2004,0.0120357311944058,0.941241579227687,"cana567","cana567",-114.1833,50.0167
"1213",2960,-0.143659829399227,0.376494786465898,1725,2004,-0.0798310216286468,0.624368677014263,"cana568","cana568",-114.1,49.4
"1214",2961,-0.0508481668883358,0.755347573150726,1567,2007,-0.0688741308530366,0.672815156130326,"cana569","cana569",-113.46,49.1
"1215",2962,-0.235629944131031,0.143276336151155,1544,2004,-0.118179261749194,0.467666336136373,"cana570","cana570",-114,49.7
"1216",2963,-0.169857278286414,0.294710096011557,1688,2004,0.0763118711484852,0.639771948620355,"cana571","cana571",-114.2,50
"1217",2965,-0.511807578809226,0.000736386151564338,1668,2004,0.228634023338146,0.155889963559905,"cana574","cana574",-114.6,49.6
"1218",2966,-0.270264696909573,0.0916702079638259,1540,2006,-0.111402582329407,0.493744827468105,"cana575","cana575",-113.78,49.66
"1219",2967,0.0121997854664486,0.940442086462328,1827,2009,-0.244523515024291,0.128347030826879,"cana576","cana576",-113.45,49.14
"1220",2968,-0.341203449058393,0.0311887054026785,1407,2004,0.0454736836884587,0.780532531475369,"cana577","cana577",-114.1833,49.833
"1221",2969,-0.191589994296358,0.236291355605669,1669,2004,0.0727446672976419,0.655539135646673,"cana578","cana578",-114.4,50.4
"1222",2970,-0.268100951417934,0.0944003131726487,1493,2004,0.0889518655296476,0.585185884344865,"cana579","cana579",-114.25,50.3333
"1223",2971,-0.0616817556707691,0.705356543897562,1746,2013,0.0291348084737634,0.858362182472356,"cana580","cana580",-114.3,51.2
"1224",2972,0.199329242335209,0.217533740848222,1663,2011,-0.0685512178130753,0.674264142357999,"cana581","cana581",-115.12,50.61
"1225",2973,-0.115894697391349,0.476375124805042,1795,2005,0.0561916387148044,0.730552931799147,"cana582","cana582",-114.14,50.09
"1226",2974,-0.252478794831333,0.116004744597562,1597,2013,-0.0123653952123822,0.939635071774374,"cana583","cana583",-114.18,49.89
"1227",2975,-0.172270970493424,0.287799969494462,1619,2004,-0.0601511432836893,0.712351361126166,"cana584","cana584",-114.1,49.9
"1228",2976,-0.0362492325514027,0.82426460058068,1501,2009,0.142102694789947,0.381743568169197,"cana585","cana585",-114.31,49.34
"1229",2977,-0.217590589301996,0.1774171275601,1834,2010,0.354958927361896,0.0246069825289012,"cana586","cana586",-114.62,49.53
"1230",2978,0.0398691152853149,0.807032834554764,1850,2007,-0.256115637661292,0.110670118644869,"cana587","cana587",-119.86,49.427
"1231",2979,-0.094693901916475,0.561095985377067,1775,2007,-0.174123693377368,0.28256759979373,"cana588","cana588",-119.86,49.427
"1232",2980,-0.0823817727496094,0.613301273531389,1833,2007,-0.017682775273507,0.913759517290355,"cana589","cana589",-119.46,49.74
"1233",2981,0.500292924929327,0.00101109176947996,1767,2013,-0.421854551779738,0.00670238765560667,"cana590","cana590",-135.74,60.76
"1234",2982,0.430705210220147,0.00553114754901095,1802,2013,-0.282536016593249,0.0773221421051618,"cana591","cana591",-135.74,60.76
"1235",2985,0.341447410633564,0.0310604760171547,1771,2003,-0.317814397226846,0.0456683399978119,"cana594","cana594",-135,60.5833
"1236",2988,0.0458411536665733,0.778803177815238,1489,2004,-0.244302434488159,0.128703488476088,"cana597","cana597",-133.2778,62.2917
"1237",2993,0.166947874879297,0.303180037846098,1751,2005,-0.142551114353476,0.380227638810822,"cana601","cana601",-133.0667,61.6833
"1238",2996,0.0809493913899579,0.619505995320109,1662,2005,-0.156061731726944,0.336234534127012,"cana604","cana604",-133.2664,62.2789
"1239",2997,0.251494449889761,0.11748142374744,1777,2005,-0.260344199621179,0.104703705981078,"cana605","cana605",-133.0622,61.6189
"1240",2998,0.263871726589931,0.0999166731460317,1766,2005,-0.254853949496461,0.112499309709982,"cana606","cana606",-134.1781,60.2736
"1241",3000,0.452007159351686,0.00341106134023533,1743,2004,-0.310921374688684,0.0508446946171748,"cana608","cana608",-135.2917,60.1833
"1242",3001,0.0900364444669804,0.580600527239594,1833,2018,0.0724976132675834,0.656636701753968,"cana609","cana609",-77.7,55.31
"1243",3002,0.186874663986475,0.248242992609695,1902,2015,-0.320847275631392,0.0435300564992061,"cana610","cana610",-105.12,53.98
"1244",3003,-0.00439226236143575,0.978540826347064,1889,2017,-0.0410240439371078,0.801553468351934,"cana611","cana611",-120.52,50.853
"1245",3004,-0.239563052061464,0.136523704268359,1877,2014,-0.0121591666308195,0.940640030650958,"cana612","cana612",-133.4583,68.31472
"1246",3005,0.213336743895997,0.186251090192724,1893,2014,-0.317951835734495,0.0455696380008566,"cana613","cana613",-105.1161,53.9928
"1247",3006,-0.084967842880497,0.602166360622603,1928,2014,0.0907586143737701,0.577556342874975,"cana614","cana614",-133.4917,68.7317
"1248",3008,0.0925907687197401,0.569865759158489,1917,2017,0.0894551138244045,0.583056254831027,"cana616","cana616",-78.721403,45.491721
"1249",3009,0.0375997788957646,0.81782560960844,1906,2017,0.0288737119477217,0.859618782282457,"cana617","cana617",-78.731524,45.481819
"1250",3010,-0.0220692681529469,0.892478559861137,1900,2017,0.0491625409204961,0.76322097806405,"cana618","cana618",-78.727092,45.470603
"1251",3012,0.227265989934842,0.158448212303412,1898,2017,-0.0655823228583776,0.687640066027842,"cana620","cana620",-78.66511,45.623879
"1252",3013,0.191630599824598,0.236190162594221,1931,2017,-0.146982805237678,0.365437613501044,"cana621","cana621",-78.669596,45.635394
"1253",3016,-0.029213440661656,0.857983810485081,1919,2017,0.142094666382259,0.381770741431877,"cana624","cana624",-78.632638,45.689022
"1254",3023,0.215925700437041,0.180838215268129,1905,2017,-0.246871349010772,0.124606840546562,"cana631","cana631",-76.379554,44.550681
"1255",3025,0.10473960682821,0.520095230517926,1890,2017,-0.256685716401119,0.109851052824547,"cana633","cana633",-76.520252,44.575248
"1256",3026,0.23110415931564,0.151347185178409,1929,2017,-0.351253778602314,0.0262543354339039,"cana634","cana634",-76.362409,44.555756
"1257",3027,-0.0802259943911388,0.622649523519944,1953,2020,0.0305970492365547,0.851331190773323,"cana635","cana635",-110.8705,56.147
"1258",3028,-0.145894793220622,0.369036334873326,1940,2015,-0.140134358080317,0.388439722084495,"cana636","cana636",-79.2667,43.0667
"1259",3031,0.0612157799432458,0.707483529478897,1900,2018,-0.0709345355222815,0.66359726840298,"cana639","cana639",-122.777088,50.89345
"1260",3032,-0.353110891391246,0.0254175620629028,1748,2018,0.347844018796364,0.0278501778044494,"cana640","cana640",-122.4852,50.35543
"1261",3033,-0.278937480498971,0.0813342971314945,1721,2018,0.344314714918548,0.0295856602147342,"cana641","cana641",-122.4875,50.35795
"1262",3034,0.075788443164559,0.642075978907458,1900,2018,-0.164011963212802,0.311882983793794,"cana642","cana642",-121.736481,50.527436
"1263",3035,-0.0804707346753692,0.621585259421056,1809,2018,-0.0714137632577025,0.661460213890241,"cana643","cana643",-121.2763,50.53636
"1264",3036,-0.157826082299552,0.330731559343646,1869,2018,-0.0023764072695347,0.988388691990924,"cana644","cana644",-121.2729,50.54783
"1265",3037,-0.215794215097886,0.181110386178611,1762,2017,0.255856450082298,0.111044035775321,"cana645","cana645",-123.017216,50.591932
"1266",3038,-0.284469202127496,0.0752316025585964,1740,2017,0.39578908967292,0.0114717990407522,"cana646","cana646",-123.017216,50.591932
"1267",3039,-0.502180033352715,0.000960626531315271,1733,2017,0.259429536866668,0.105973024758836,"cana647","cana647",-117.195459,52.223035
"1268",3040,0.0532398756145397,0.744218029104431,1926,2011,-0.177908015680123,0.272073612781228,"cana648","cana648",-75.43,45.25
"1269",3041,0.0301744866847499,0.853361886592272,1885,2016,-0.102938100177618,0.527337283331164,"cana649","cana649",-124.43,54.6485
"1270",3042,-0.414029240853789,0.0079102624540796,826,2016,0.486364694089418,0.00146232172620438,"cana650","cana650",-71.2,54.6
"1271",3043,-0.511589369159832,0.000740900634506985,837,2017,0.334725553939586,0.0347563283830656,"cana651","cana651",-68.8,50.8
"1272",3044,-0.307300599627511,0.0537468895517896,1010,2007,0.414559123779012,0.00782294450680327,"cana652","cana652",-74,56.7
"1273",3045,-0.0457644551148831,0.779164043038447,1907,2018,0.0339965826239864,0.835029649372244,"cana653","cana653",-79.613889,43.517222
"1274",3046,0.0110932411209237,0.945835734428541,1908,2018,-0.267653751223558,0.0949722877835759,"cana654","cana654",-79.677222,43.51
"1275",3047,0.203750568070668,0.207291881566883,1909,2018,-0.412855255474173,0.00810670856387779,"cana655","cana655",-79.677222,43.51
"1276",3048,-0.0720924845080608,0.658438072589296,1902,2018,-0.0199312456305413,0.902842766322229,"cana656","cana656",-79.663611,43.552778
"1277",3049,0.284665837559116,0.0750214680236213,1912,2018,-0.369538530674918,0.0189352115949134,"cana657","cana657",-79.663611,43.552778
"1278",3050,0.120738075201749,0.458013565415504,1894,2018,-0.205430143649774,0.203490690615451,"cana658","cana658",-79.670278,43.555278
"1279",3051,0.128152117468284,0.430660711957102,1895,2018,-0.381766360140091,0.0150655173930866,"cana659","cana659",-79.796389,43.669722
"1280",3052,0.157339548084581,0.332243433165547,1919,2018,-0.337940249955681,0.0329462002904775,"cana660","cana660",-79.855833,43.695278
"1281",3053,0.22920174822227,0.154837187464006,1932,2018,-0.0728622899429479,0.655016834086016,"cana661","cana661",-79.975,43.675278
"1282",3054,0.0515548986039177,0.752053687251453,1945,2018,-0.224161044346321,0.164367455714592,"cana662","cana662",-79.968889,43.696389
"1283",3056,0.0871478461996402,0.592848422739574,1926,2018,-0.292732903759487,0.0667900645987707,"cana664","cana664",-79.955833,43.744722
"1284",3057,0.110465324953529,0.49740949258344,1907,2018,-0.0479087527369717,0.769092642216682,"cana665","cana665",-79.955833,43.744722
"1285",3058,0.219072115445851,0.17441194124087,1944,2018,-0.462017499416036,0.0026888920131376,"cana666","cana666",-79.967778,43.781667
"1286",3059,0.265381013939794,0.0979204248731452,1952,2018,-0.426698671068352,0.0060373317035716,"cana667","cana667",-79.930278,43.805833
"1287",3060,-0.0541314379905382,0.74008219517818,1959,2018,-0.269012691199683,0.0932423994647769,"cana668","cana668",-80.057222,43.836389
"1288",3061,0.270575863468119,0.0912826549634376,1938,2018,-0.258885050124252,0.106734175210972,"cana669","cana669",-80.06,43.881389
"1289",3062,-0.10696151011283,0.511231509823682,1945,2018,-0.0497841457342721,0.760314734853298,"cana670","cana670",-80.137778,43.876667
"1290",3063,0.0318182054967687,0.845468078849336,1944,2018,-0.204625484343812,0.205305660151338,"cana671","cana671",-80.137778,43.876667
"1291",3064,0.172364511376191,0.287534302158808,1939,2018,-0.0748186592732623,0.646353521228579,"cana672","cana672",-80.078611,43.9125
"1292",3067,-0.242684084058336,0.131335343143486,1922,2007,0.280290393559469,0.0798072794662136,"mex117","mex117",-94.998987,16.665415
"1293",3069,-0.200046085181072,0.215849912696061,1934,2005,0.204211115562412,0.206244692216399,"mex119","mex119",-89.434,14.583
"1294",3071,-0.00293262382253015,0.985671229162701,1777,2005,0.00350132017089094,0.982892960010823,"mex121","mex121",-96.9,16.6
"1295",3097,-0.00443104397423364,0.978351396370023,1777,2005,0.00527101114993117,0.974248855823946,"mexi038","mexi038",-96.9,16.6
"1296",3102,0.439091183374647,0.00458930141074705,1504,2004,-0.519063962094142,0.000599543085530287,"mexi045","mexi045",-97.32,19.17
"1297",3104,0.505067699008546,0.000887731059500297,916,2008,-0.408372597494542,0.00889583767589793,"mexi047","mexi047",-100.1167,20.35
"1298",3105,-0.194186001122535,0.229880960594268,1864,2004,0.186197333771831,0.249992525629246,"mexi048","mexi048",-102.367,21.752
"1299",3106,0.0538571241867145,0.74135393684353,1795,2011,-0.0542856873159829,0.739367381657817,"mexi049","mexi049",-106.366,26.469
"1300",3107,-0.099617838231548,0.540812778844273,1928,2010,0.0936215383937159,0.565559755178334,"mexi050","mexi050",-107.817,28.018
"1301",3109,-0.307930856191487,0.0532323899652606,1836,2010,0.232999599311799,0.147927523542661,"mexi052","mexi052",-108.211,29.322
"1302",3110,-0.149640425201073,0.356736087173848,1890,2010,0.199981734632149,0.216000699776127,"mexi053","mexi053",-107.86,28.085
"1303",3112,-0.242688920535812,0.131327418583221,1687,2008,0.209751405448223,0.193935488180024,"mexi055","mexi055",-108.619,30.543
"1304",3113,0.0136189553826382,0.933528471256807,1739,2005,-0.0183368857740435,0.910581985896946,"mexi056","mexi056",-107.013,25.934
"1305",3114,-0.135052565582653,0.406042058553934,1706,2012,0.157992215418361,0.330216291519802,"mexi057","mexi057",-108.264,28.622
"1306",3116,0.165766730976873,0.306662495979702,1658,2010,-0.114170338031616,0.483004443942829,"mexi059","mexi059",-100.925,25.284
"1307",3117,-0.201215682899112,0.213121967392209,1871,2006,0.196935634465271,0.223221798542997,"mexi060","mexi060",-100.876,25.352
"1308",3118,-0.210181949423437,0.193001091406497,1890,2006,0.169449809906291,0.295887071168817,"mexi061","mexi061",-100.825,25.208
"1309",3119,-0.0420995082268983,0.796459512952781,1894,2012,0.0834809304735442,0.608557932789199,"mexi062","mexi062",-100.886,25.342
"1310",3122,0.0514093052210064,0.752731906452254,1760,2007,-0.19727095278211,0.22241887215373,"mexi065","mexi065",-100.372,25.238
"1311",3123,0.134243184818674,0.408887169063707,1900,2007,-0.10688247957034,0.511545477791702,"mexi066","mexi066",-100.549,25.362
"1312",3124,0.0947458183414799,0.560880296581812,1860,2006,0.0511198270614653,0.754080929584054,"mexi067","mexi067",-104.259,25.078
"1313",3125,-0.0924739025126358,0.570354909300797,1781,2004,0.185137207674706,0.252747373807206,"mexi068","mexi068",-105.538,25.418
"1314",3126,-0.313015892712791,0.049224236001839,1795,2008,0.278672267564389,0.0816362901950522,"mexi069","mexi069",-106.074,25.053
"1315",3130,-0.113306019333151,0.486345327169678,1741,2004,0.0659095203198552,0.686161226241006,"mexi073","mexi073",-105.437,23.661
"1316",3131,-0.0185353556941671,0.909618129841813,1524,2006,0.0393898485224016,0.809309323102697,"mexi074","mexi074",-106.082,26.394
"1317",3132,-0.0464670042402042,0.775860279621499,1611,2005,-0.0202094576273576,0.901493178345353,"mexi075","mexi075",-106.343,26.183
"1318",3133,-0.165157212842283,0.308469494956593,1725,2006,0.173595445239797,0.284053102200639,"mexi076","mexi076",-105.738,25.076
"1319",3134,-0.0888166932823198,0.585758492246463,1810,2007,0.2570280476468,0.109361419663059,"mexi077","mexi077",-105.588,23.756
"1320",3136,-0.164797124757915,0.309540194190606,1830,2012,0.291707297647961,0.0677951017666982,"mexi079","mexi079",-104.536,23.495
"1321",3138,0.0669766835941538,0.681345986682778,1281,2008,0.0160423660045898,0.921733996502334,"mexi081","mexi081",-104.099,25.059
"1322",3139,-0.152972313880314,0.346005653639215,1756,2003,0.190075824582408,0.240085839354542,"mexi082","mexi082",-105.954,25.559
"1323",3140,-0.151159083876595,0.351820490868653,1719,2007,0.160976067498063,0.321046812552996,"mexi083","mexi083",-105.919,24.318
"1324",3141,0.26416099537103,0.0995316808475449,1893,2009,-0.00327946991617725,0.983976749736869,"mexi084","mexi084",-104.096,23.398
"1325",3142,-0.287940998888699,0.0715886568896411,1900,2011,0.42011347839888,0.006956392891617,"mexi085","mexi085",-105.041,23.541
"1326",3143,-0.147016075657597,0.365327900355043,1766,2003,0.184187193695136,0.255233270388465,"mexi086","mexi086",-106.341,25.571
"1327",3144,0.236023825040092,0.142589221659821,1902,2007,-0.189633866246367,0.241201107138263,"mexi087","mexi087",-100.525,20.144
"1328",3145,0.251823893600389,0.116985636008887,1835,2006,-0.0175338587702701,0.914483109116433,"mexi088","mexi088",-101.884,20.654
"1329",3147,0.17855602631475,0.270302697430606,1876,2006,-0.135361460997591,0.404959238058412,"mexi090","mexi090",-102.456,20.574
"1330",3148,0.0246980062699474,0.879759873292134,1850,2008,0.0806669671274653,0.620732482126849,"mexi091","mexi091",-103.295,20.369
"1331",3149,0.146230985204503,0.367922090629437,1860,2008,-0.112257833664867,0.490412951002097,"mexi092","mexi092",-103.048,20.094
